text,emotion
مدتی که شرکتهای مختلف باهام تماس میگیرن وازم درخواست معرفی نیروی کار دارای معلولیت میکنن یا از خودم میخوان که براشون کار و انجام بدم تو این تابستون که گذشت موفق شدیم سه نفر رو معرفی کنم که صاحب شغل شدن حالا و من حس پیروزی و خوشحالیم رو با فشار دادن دستهای مادرم ابراز میکنم,happiness
اما اینکه ببینی و بشنوی که آدمای قبلی زندگیت همیشه به خوبی ازت یاد میکنن و جزو بهترینای زندگیشون بودی، یه حس پیروزی و شادی عمیقی به آدم میده... …,happiness
درود بر خانم #مريم_رجوي مدافع سرسخت حقوق مردم ایران برای رسیدن به آزادی و دموکراسی و حاکمت مردمی . #IStandWithMaryamRajavi #FreeIran ⁦ …,happiness
"واقعن جالبه که چرا کسی از رضاییان یا مثلن طارمی ""انتقاد"" نمیکنه برا دیشب ولی متفقالقولن که سردار ریده :دی شل کرد همی باید...",surprise
شما با این حجم از ادعای مطالعه واقعا شگفت انگیزید,surprise
نام #کاوه_اهنگر دیروز مرد #میدان_ساحل #محمد_رضا_اذربخش اصالتا #اردبیل نام دارد . درود بر شرفش #یاشاسین_ایران #یاشاسین_ادربایجان,happiness
من انقدر عصبی هستم الان که میتونم ادرس بدین بدم بدخواهاتونو جر واجر کنم جنازه تحویلتون بدم در این حد,anger
دوتا سفر پشت سر هم به سوريه و عراق رفتم و برگشتم و سرما نخوردم و شگفت که پاييز امسال هنوز سرما نخوردم و شگفتا که همه دور و بری هام سرماخوردن و من هنوز نگرفتم و خدايا شکرت :),happiness
درود بر شرفت هاشمی طبا. درووووود,happiness
مشکل ما همین ترس و خودناباوریه  که هفتادو پنج میلیون نفر از پنج میلیون نفر داریم,fear
خفه جوجه بسیجی اگه خوبه بتمرگ بیا ایران و برو پیش طوسی لذت را با اون تجربه کن,anger
خیلی سال پیش تو فیسبوک گروه داشتیم و صندلی داغ و کلی خنده الان دارم کم کم اینجا پیداشون میکنم ولی از توییتامون پیداس آدم های شاد قدیم نیستیم #پیر_نشیم_لعنتی!,sadness
از هیچ چیز تو دنیا عصبی نشم، «حس بیاعتمادی بهم» به مرز جنون عصبیم میکنه.,anger
روحش شاد خدا به مادر ش صبر بده ??,sadness
آقای ظریف بهجای اوگاندا نمیشد در یکی از همین روستاها بیمارستان جدید تاسیس میکردید؟ اینرنج ببینید ما رو به چه روز انداخته که برای کار خیر هم خشم داریم ما.,anger
اومدم غر بزنم که تا ساعت ۹ شب شرکتم، که خستم، که قرار نیست این خستگی تموم بشه. بعد یادم اومد دلیلش این که امروز با خانواده ناهار بیرون بودم و چقدر خوش گذشت. جایی از شهر که احتمالا هیچوقت خودم نمیرم. قابلی ( پلو کشمش با گوشت) و منتو(نمیدوم :)) ) خوردیم و خوب بود.,happiness
واقعا از کنترل نداشتن رو خشم خودم وحشت دارم ... واقعا خطرناکه :((,fear
یه روز میگفت باید سخنان احمدی نژادو کتاب کنیم که به غنای فرهنگی کشور کمک کنه!!!!! یه روز میگفت برجام موفقیت بزرگی بوده که من به رهبری تبریک میگم!!!! ویلای لواسانو تا دو سال بعد از ماموریت پس نمیداده و استفاده ی شخصی میکرده!!! مثل دکتر(دامپزشکی)فیروزآبادی نباشین!!!!! #فیروز_آبادی,hate
عاخ نگم براتون از رشتیا و خوبیاشونو عزیز بودنشون واقعا پر از عشق و شادی ان …,happiness
درود بر کارگران شجاع #نیشکر_هفتتپه و #فولاد_اهواز كه با تظاهرات امروز و با شعارهای كوبنده کارگر زندانی آزاد باید گردد، نشان دادند با دستگيری و سركوب از ميدان خارج نميشوند و درود بر مردم اهواز و شوش كه با شركت فعال در تظاهرات نشان دادند كارگران تنها نيستند. #اعتصاب_سراسری #ایران,happiness
فصل اول کتاب زمان جنگ جهانی اول بسیار زیبا و جذاب بود ولی وسطای کتاب تو زمان حال واقعا کسل کننده شده بود جوری که خوندنش تبدیل به شکنجه شد واسم و یک ماهی ول کردم کتاب ودوباره خوندمش چند فصل و که خوندم دوباره جذاب شد و همش میخواستم بخونمش و ادامش بدم در کل کتاب خوبی بود‌‌.,happiness
درود به مریم رجوی که این اینچنین دنیا را پشت آزادیخواهی مردم ایران آورده است و #FreeIranWithMaryamRajavi,happiness
آخرشب سمت گيشا تاماشينو پارك كرديم تويه كوچه خلوت، ازسركوچه سه تاپسر جوون بدوبدو وحشت زده ميومدن و داد ميزدن آقا تروخدا مارو سواركن اينقد منو همسرم وحشت كرديم جَلدي سوار ماشين شديم قفل كرديم و دررفتيم. هم نگرانشون شدم هم واقعا نميشد اعتماد كرد. هنو نميدونم كار درستي كرديم يا نه,fear
بخشی از مراسم افتتاحیهی دیدنی المپیک ریو با آرزوی موفقیت برای ورزشکاران عزیزمون #بامیلو #المپیک2016,happiness
عمق درک محمود #دولت_آبادی در آن زمان واقعا شگفت انگیزه #تاریخ,surprise
کاش میفهمیدیم بدبختیامدن حاصل حسادت کدوم بدبختی به خوشبختیامونه,sadness
چه جالب! تبريزي امروز با پيرهن استقلال عكس ميندازه و پس فردا بايد جلوي استقلال بازي كنه =))) قطعا هم تمام توانشو ميذاره شك نكنيد فوتبال نيست كه، جُنگ خنده س,surprise
داغدار اونیم که مخزن الاسرارم بود . روحت شاد خواهر گلم,sadness
ديشب يه خوابِ خنده دار از صدرا و شايان ديدم، به حدي داشتم پاره مي شدم كه بيدار شدم، يه دقيقه خنديدم و به خواب بازگشتم! =))))),happiness
وحشی از من مطلب صبر بسی در غم دوست اندکی گر بودم صبر ز من بسیار است وحشی بافقی,sadness
خوشبختی یعنی پسری ده ساله که برای چهار برادرش به پشتوانه خواهرش شاخ و شانه میکشد. بعد از پدر و مادر، خواهر مقدسترین نعمت پرودگار است.,happiness
اروم بازی کنین سگای وحشی,anger
من عید نوروز از عید دیدنی رفتن فرار میکنم و حوصله اشو ندارم، شما کریسمس جشن میگیرین و به هم تبریک میگین؟!,surprise
خدا رحمتش کنه....روحش شاد و یادش گرامی باد,sadness
دوست اصلاحطلب من! چطوریه که وقتی کسانی کف خیابان عکس خامنهای را پایین کشیدند به آنها لقب آشوبگر و کرکس و ویرانیطلب دادید و امروز برای نامهی تاجزاده کف و سوت میکشید؟! اعتراض به دیکتاتور را هم انحصاری کردید؟,surprise
